doc	start	end	link	type	surfaceForm	tac	errorType	errorCause	inGold	goldLink	Spotlight	Babelnet	AIDA	Recognyze	Comments
44	0	10	http://dbpedia.org/resource/Ford_Motor_Company	Organisation	Ford	extra	Annotator		0		0	1	0	0	
44	0	4	http://dbpedia.org/resource/Ford_Motor_Company	Organisation	Ford	extra	Annotator		0		0	1	0	0	
44	123	133	http://dbpedia.org/resource/Bruce_Willis	Person	expiration	extra	KB	Redirects or Multiple URIs	0		0	1	0	0	
44	284	292	http://dbpedia.org/resource/University_of_Michigan_Solar_Car_Team	Organisation	momentum	extra	KB	Redirects or Multiple URIs	0		0	1	0	0	
44	591	595	http://dbpedia.org/resource/Ford_Motor_Company	Organisation	Ford	extra	Annotator		0		0	1	0	0	
45	251	283	http://dbpedia.org/resource/Committee_on_World_Food_Security	Organisation	committee on world food security	extra	Annotator		0		0	1	0	0	
45	305	316	http://dbpedia.org/resource/Sub-Saharan_Africa	Location	sub-Saharan	extra	Annotator		0		0	1	0	0	
45	317	323	http://dbpedia.org/resource/Africa	Location	Africa	extra	Annotator		0		0	1	0	0	
45	391	399	http://dbpedia.org/resource/China	Location	Far East	wrong-link	Annotator		1	http://dbpedia.org/resource/Far_East	1	0	1	0	
46	232	240	http://dbpedia.org/resource/Shearson	Organisation	Shearson	extra	Annotator		0		0	1	0	0	
46	232	247	http://dbpedia.org/resource/Shearson	Organisation	Shearson	extra	Annotator		0		0	1	0	0	
46	232	256	http://dbpedia.org/resource/Shearson	Organisation	Shearson	extra	Annotator		0		1	1	0	0	
46	232	256	http://dbpedia.org/resource/Shearson	Organisation	Shearson Lehman Brothers	extra	Annotator		0		1	1	0	0	
46	241	256	http://dbpedia.org/resource/Lehman_Brothers	Organisation	Lehman Brothers	extra	Annotator		0		0	1	0	0	
46	241	260	http://dbpedia.org/resource/Lehman_Brothers	Organisation	Lehman Brothers	extra	Annotator		0		0	1	0	0	
46	61	95	http://dbpedia.org/resource/Securities_Commission_(Brazil)	Organisation	Securities and Exchange Commission	wrong-link	Annotator		1	http://dbpedia.org/resource/U.S._Securities_and_Exchange_Commission	0	0	1	0	
47	100	113	http://dbpedia.org/resource/Bristol-Myers_Squibb	Organisation	Bristol-Myers	extra	Annotator		0		1	1	0	0	
48	0	8	http://dbpedia.org/resource/Fidelity_Trust_Company	Organisation	Fidelcor	extra	KB	Redirects or Multiple URIs	0		0	1	0	0	
48	177	194	http://dbpedia.org/resource/Industrial_Valley	Location	Industrial Valley	extra	Annotator		0		0	0	1	0	
49	1096	1100	http://dbpedia.org/resource/United_States	Location	U.S.	extra	Dataset	Missing Annotation	0		0	1	1	0	
49	123	127	http://dbpedia.org/resource/United_States	Location	U.S.	extra	Dataset	Missing Annotation	0		0	1	1	0	
49	1735	1739	http://dbpedia.org/resource/United_States	Location	U.S.	extra	Dataset	Missing Annotation	0		0	1	1	0	
49	1924	1928	http://dbpedia.org/resource/United_States	Location	U.S.	extra	Dataset	Missing Annotation	0		0	1	1	0	
49	2040	2045	http://dbpedia.org/resource/Total_S.A.	Organisation	total	extra	Annotator		0		0	1	0	0	
49	2343	2351	http://dbpedia.org/resource/United_States	Location	American	extra	Annotator		0		0	0	1	0	
49	2419	2423	http://dbpedia.org/resource/United_States	Location	U.S.	extra	Dataset	Missing Annotation	0		0	1	1	0	
49	2590	2604	http://dbpedia.org/resource/Middle_East	Location	Middle Eastern	extra	Annotator		0		0	1	0	0	
49	2668	2672	http://dbpedia.org/resource/United_States	Location	U.S.	extra	Dataset	Missing Annotation	0		0	1	1	0	
49	2984	2997	http://dbpedia.org/resource/Union_Carbide	Organisation	Union Carbide	extra	Annotator		0		1	1	0	0	
49	3003	3005	http://dbpedia.org/resource/United_Kingdom	Location	UK	extra	Annotator		0		1	1	0	0	longest string was not annotated here
49	3047	3058	http://dbpedia.org/resource/BorgWarner	Organisation	Borg Warner	extra	Annotator		0		1	1	0	0	
49	3064	3067	http://dbpedia.org/resource/Bor,_Serbia	Location	BOR	extra	Annotator		0		1	0	0	0	
49	3148	3158	http://dbpedia.org/resource/William_Russell_Grace	Person	W.R. Grace	extra	Annotator		0		0	1	1	0	
49	3160	3163	http://dbpedia.org/resource/Granada_CF	Organisation	GRA	extra	Annotator		0		0	0	1	0	
49	3383	3390	http://dbpedia.org/resource/Back-On	Organisation	back on	extra	Annotator		0		0	1	0	0	
49	35	39	http://dbpedia.org/resource/United_States	Location	U.S.	extra	Dataset	Missing Annotation	0		0	1	1	0	
49	3597	3605	http://dbpedia.org/resource/Monsanto	Organisation	Monsanto	extra	Annotator		0		1	1	0	0	
49	3609	3612	http://dbpedia.org/resource/Metropolitan_Transport_Corporation_(Chennai)	Organisation	MTC	extra	Annotator		0		0	1	0	0	
49	406	410	http://dbpedia.org/resource/Cain_and_Abel	Person	Cain	extra	Annotator		0		1	0	0	0	
49	4150	4154	http://dbpedia.org/resource/Cain_and_Abel	Person	Cain	extra	Annotator		0		1	0	0	0	
49	4327	4331	http://dbpedia.org/resource/Cain_and_Abel	Person	Cain	extra	Annotator		0		1	0	0	0	
49	4374	4381	http://dbpedia.org/resource/DuPont	Organisation	Duponts	extra	Annotator		0		1	1	0	0	
49	4382	4388	http://dbpedia.org/resource/Conoco	Organisation	Conoco	extra	Annotator		0		0	1	0	0	
49	4382	4388	http://dbpedia.org/resource/ConocoPhillips	Organisation	Conoco	extra	Annotator		0		1	0	0	0	
49	4382	4393	http://dbpedia.org/resource/Conoco	Organisation	Conoco	extra	Annotator		0		0	1	0	0	
49	4498	4503	http://dbpedia.org/resource/Texas	Location	Texas	extra	Annotator		0		1	1	0	0	
49	4498	4514	http://dbpedia.org/resource/Texas	Location	Texas Gulf Coast	wrong-link	Annotator		1	http://dbpedia.org/resource/Gulf_Coast_of_the_United_States	0	0	1	0	
49	4713	4717	http://dbpedia.org/resource/Cain_and_Abel	Person	Cain	extra	Annotator		0		1	0	0	0	
49	4713	4717	http://dbpedia.org/resource/Matt_Cain	Person	Cain	extra	Annotator		0		0	0	1	0	
49	4820	4831	http://dbpedia.org/resource/Dean_Witter_Reynolds	Organisation	Dean Witter	extra	Annotator		0		0	1	0	0	
49	5099	5103	http://dbpedia.org/resource/United_States	Location	U.S.	extra	Dataset	Missing Annotation	0		0	1	1	0	
49	522	533	http://dbpedia.org/resource/Ashland_Inc.	Organisation	Ashland Oil	extra	Annotator		0		1	1	0	0	
49	539	542	http://dbpedia.org/resource/American_Society_of_Hematology	Organisation	ASH	wrong-link	Annotator		1	http://dbpedia.org/resource/Ashland_Inc.	1	0	0	0	
49	716	720	http://dbpedia.org/resource/Paul_the_Apostle	Person	Paul	extra	Annotator		0		0	1	0	0	
49	749	761	http://dbpedia.org/resource/Dow_Chemical_Company	Organisation	Dow Chemical	extra	Annotator		0		1	1	0	0	
49	834	839	http://dbpedia.org/resource/Earth	Location	world	extra	Annotator		0		0	1	0	0	
50	0	19	http://dbpedia.org/resource/International_Paper	Organisation	Federal Paper Board	extra	KB	Redirects or Multiple URIs	0		0	1	0	0	
50	174	182	http://dbpedia.org/resource/Japan	Location	Japanese	extra	Annotator		0		1	0	1	0	
5	0	8	http://dbpedia.org/resource/Teradyne	Organisation	Teradyne	extra	Annotator		0		1	0	0	0	
5	18	35	http://dbpedia.org/resource/Digital_Equipment_Corporation	Organisation	Digital Equipment	extra	Annotator		0		1	1	0	0	
6	72	84	http://dbpedia.org/resource/Philadelphia_(band)	Organisation	Philadelphia	wrong-link	Annotator		1	http://dbpedia.org/resource/Philadelphia	0	1	0	0	
7	138	146	http://dbpedia.org/resource/Canada	Location	Canadian	extra	Annotator		0		1	0	1	0	
7	229	236	http://dbpedia.org/resource/Toronto	Location	Toronto	extra	Annotator		0		0	1	0	0	
7	343	350	http://dbpedia.org/resource/Toronto	Location	Toronto	extra	Annotator		0		1	1	0	0	
7	343	359	http://dbpedia.org/resource/Toronto-Dominion_Bank	Organisation	Toronto Dominion	extra	Annotator		0		0	1	0	0	
7	351	364	http://dbpedia.org/resource/The_Dominion_Bank	Organisation	Dominion Bank	extra	Annotator		0		0	1	0	0	
7	38	54	http://dbpedia.org/resource/Prudential_Securities	Organisation	Prudential Bache	extra	Annotator		0		0	1	0	0	
7	38	65	http://dbpedia.org/resource/Prudential_Securities	Organisation	Prudential Bache	extra	Annotator		0		1	1	0	0	
7	38	65	http://dbpedia.org/resource/Prudential_Securities	Organisation	Prudential Bache Securities	extra	Annotator		0		1	1	0	0	
7	98	105	http://dbpedia.org/resource/Toronto	Location	Toronto	extra	Annotator		0		0	1	0	0	
8	52	57	http://dbpedia.org/resource/Netherlands	Location	Dutch	extra	Annotator		0		1	0	1	0	
9	133	145	http://dbpedia.org/resource/Seamiew_Records	Organisation	end of April	extra	KB	Redirects or Multiple URIs	0		0	1	0	0	
9	147	164	http://dbpedia.org/resource/Chris_Clark_(historian)	Person	Christopher Clark	extra	Annotator		0		0	0	1	0	
9	187	201	http://dbpedia.org/resource/Samuel_Montagu,_1st_Baron_Swaythling	Person	Samuel Montagu	extra	Annotator		0		0	0	1	0	
9	206	214	http://dbpedia.org/resource/Sons_Ltd	Organisation	Sons Ltd	extra	Annotator		0		0	1	1	0	
9	340	344	http://dbpedia.org/resource/United_Kingdom	Location	U.K.	extra	Dataset	Missing Annotation	0		1	1	0	0	
9	46	61	http://dbpedia.org/resource/Rolls-Royce_Group_PLC	Organisation	Rolls Royce Plc	extra	KB	Redirects or Multiple URIs	0		0	0	1	0	
9	46	61	http://dbpedia.org/resource/Rolls-Royce_Holdings	Organisation	Rolls Royce Plc	extra	KB	Redirects or Multiple URIs	0		0	1	0	0	
